transaction_id,transaction_amount,transaction_time,merchant_category,customer_age,customer_location,device_type,card_type,transaction_type,previous_fraud_count,avg_transaction_amount,account_age_days,num_transactions_24h,num_transactions_7d,is_international,is_weekend,risk_score,fraud
1414,5.88,5543.0,grocery,55.0,city_C,desktop,credit,online,1.0,137.54,1883.0,2.0,12.0,0.0,0.0,,0
1415,75.75,56392.0,grocery,47.0,city_C,tablet,debit,online,0.0,84.16,529.0,3.0,11.0,0.0,0.0,0.119,0
1416,275.84,21067.0,electronics,41.0,city_B,mobile,debit,online,0.0,169.75,609.0,2.0,17.0,0.0,1.0,0.8,0
1417,12.03,51033.0,travel,60.0,city_C,mobile,debit,online,0.0,134.37,845.0,2.0,12.0,1.0,0.0,0.811,1
1418,13.02,45256.0,grocery,57.0,city_A,tablet,credit,online,1.0,48.75,3535.0,3.0,7.0,0.0,0.0,0.568,0
1419,60.18,69345.0,electronics,24.0,city_D,tablet,debit,online,0.0,158.05,3164.0,2.0,10.0,0.0,1.0,0.166,0
1420,271.62,22191.0,electronics,53.0,city_A,mobile,debit,online,0.0,111.88,1506.0,4.0,15.0,0.0,0.0,0.437,0
1421,38.0,72742.0,travel,55.0,,tablet,credit,online,0.0,117.71,1546.0,1.0,17.0,0.0,1.0,,0
1422,70.77,28992.0,fashion,33.0,city_D,,credit,offline,0.0,172.23,1699.0,5.0,11.0,,0.0,0.119,0
1423,4.25,81531.0,travel,69.0,city_B,tablet,credit,online,0.0,50.29,3543.0,2.0,16.0,0.0,0.0,0.756,0
1424,16.06,48803.0,fashion,32.0,city_A,mobile,debit,online,1.0,63.77,2067.0,2.0,7.0,0.0,0.0,0.393,0
1425,431.48,63477.0,electronics,63.0,city_A,mobile,,offline,0.0,136.28,1360.0,6.0,22.0,0.0,1.0,0.0,0
1426,335.58,13210.0,grocery,40.0,city_B,desktop,debit,offline,0.0,35.06,809.0,3.0,16.0,0.0,0.0,0.048,0
1427,0.5,83329.0,food,29.0,city_A,mobile,credit,online,0.0,89.64,3020.0,2.0,13.0,0.0,0.0,0.818,0
1428,303.26,26270.0,electronics,46.0,city_A,mobile,credit,online,0.0,168.92,1179.0,1.0,15.0,0.0,1.0,0.62,0
1429,101.92,62008.0,,61.0,city_C,desktop,debit,online,1.0,114.56,2342.0,6.0,15.0,0.0,1.0,0.845,0
1430,202.43,,electronics,65.0,city_B,desktop,debit,offline,0.0,51.28,36.0,4.0,12.0,0.0,0.0,0.274,0
1431,60.65,7452.0,travel,,city_A,tablet,debit,online,1.0,129.45,1466.0,0.0,14.0,,0.0,0.314,0
1432,72.48,41486.0,fashion,46.0,city_A,tablet,debit,offline,0.0,99.76,3307.0,1.0,11.0,1.0,0.0,0.617,0
1433,67.11,14859.0,electronics,62.0,city_D,mobile,credit,offline,0.0,84.89,3280.0,1.0,21.0,0.0,1.0,0.665,0
1434,109.92,27236.0,grocery,60.0,city_D,tablet,credit,offline,1.0,297.82,3569.0,4.0,11.0,0.0,0.0,0.027,0
1435,15.04,31899.0,travel,66.0,city_D,,credit,offline,0.0,148.74,3597.0,2.0,,0.0,1.0,0.907,0
1436,3.04,32083.0,food,38.0,city_A,mobile,debit,offline,0.0,105.83,724.0,,17.0,1.0,0.0,0.799,0
1437,36.81,67708.0,travel,32.0,city_A,desktop,debit,online,0.0,164.92,1021.0,5.0,6.0,0.0,0.0,0.132,0
1438,121.97,16663.0,fashion,31.0,city_D,desktop,credit,online,0.0,105.45,1496.0,,13.0,0.0,0.0,0.01,0
1439,22.55,19053.0,travel,59.0,city_C,mobile,,offline,0.0,94.09,,2.0,18.0,0.0,0.0,0.769,0
1440,111.91,11085.0,food,61.0,city_C,mobile,debit,offline,0.0,134.97,2995.0,4.0,18.0,0.0,0.0,0.903,0
1441,350.36,30564.0,grocery,33.0,city_C,,credit,,1.0,145.43,3329.0,3.0,9.0,1.0,1.0,0.322,0
1442,9.86,59095.0,electronics,32.0,city_C,mobile,credit,offline,0.0,166.29,777.0,3.0,13.0,0.0,0.0,0.321,0
1443,111.66,69517.0,fashion,59.0,city_B,mobile,credit,online,1.0,191.18,175.0,2.0,19.0,0.0,0.0,0.515,0
1444,58.65,21153.0,food,21.0,city_D,mobile,debit,offline,1.0,179.38,3397.0,6.0,14.0,0.0,1.0,0.675,0
1445,,5247.0,fashion,44.0,city_A,tablet,credit,offline,0.0,162.83,2318.0,3.0,,0.0,0.0,0.648,0
1446,19.5,10553.0,travel,40.0,city_D,tablet,debit,online,0.0,167.96,886.0,3.0,15.0,0.0,0.0,0.753,0
1447,117.97,20811.0,fashion,46.0,city_C,tablet,credit,online,0.0,179.24,316.0,2.0,19.0,,1.0,0.114,0
1448,182.09,6135.0,food,58.0,city_A,desktop,debit,online,0.0,155.49,981.0,2.0,20.0,0.0,0.0,0.52,0
1449,289.34,5573.0,electronics,69.0,city_B,mobile,credit,,0.0,40.73,55.0,2.0,20.0,1.0,0.0,0.506,0
1450,114.96,79267.0,,26.0,city_D,mobile,credit,offline,0.0,144.88,481.0,3.0,14.0,0.0,1.0,0.95,0
1451,68.75,7189.0,fashion,69.0,city_A,,credit,offline,0.0,188.85,2183.0,1.0,8.0,1.0,0.0,0.918,0
1452,96.19,80077.0,grocery,60.0,city_A,desktop,debit,offline,0.0,79.86,,3.0,22.0,0.0,1.0,0.75,0
1453,203.18,43646.0,fashion,60.0,city_C,tablet,credit,offline,0.0,100.4,,1.0,12.0,0.0,0.0,0.877,0
1454,253.62,76623.0,travel,24.0,city_C,mobile,credit,offline,0.0,116.99,361.0,5.0,12.0,1.0,0.0,0.973,1
1455,3.09,53687.0,electronics,59.0,city_D,mobile,debit,,0.0,129.51,2989.0,2.0,10.0,1.0,1.0,0.72,0
1456,267.29,68312.0,electronics,21.0,city_B,tablet,debit,offline,0.0,92.24,1944.0,3.0,11.0,0.0,0.0,0.216,0
1457,116.97,27564.0,electronics,22.0,,,credit,offline,0.0,122.86,1095.0,2.0,18.0,0.0,1.0,0.617,0
1458,112.86,28835.0,grocery,22.0,city_C,mobile,credit,offline,0.0,145.66,674.0,3.0,12.0,0.0,,0.916,0
1459,24.29,61587.0,,28.0,city_D,tablet,credit,online,0.0,19.49,1882.0,3.0,10.0,1.0,1.0,0.75,0
1460,107.55,7697.0,food,58.0,city_C,mobile,credit,offline,0.0,123.74,64.0,5.0,10.0,0.0,1.0,0.605,0
1461,50.07,80165.0,fashion,45.0,city_D,tablet,credit,online,1.0,,2953.0,2.0,13.0,0.0,0.0,0.258,0
1462,105.34,73922.0,fashion,33.0,city_C,desktop,debit,online,0.0,34.66,3448.0,1.0,18.0,,1.0,0.679,0
1463,11.27,17046.0,travel,58.0,city_B,mobile,credit,online,1.0,148.21,2461.0,,19.0,0.0,0.0,0.347,0
1464,107.25,57823.0,electronics,47.0,city_A,desktop,debit,online,0.0,135.56,3614.0,3.0,11.0,0.0,1.0,0.065,0
1465,744.17,73580.0,,21.0,city_C,tablet,debit,offline,,,840.0,4.0,16.0,0.0,0.0,0.239,0
1466,4.94,53370.0,travel,19.0,city_A,,,online,0.0,150.52,1341.0,2.0,,0.0,1.0,0.389,0
1467,377.99,9615.0,travel,63.0,city_D,tablet,debit,online,0.0,136.06,,3.0,10.0,0.0,0.0,0.997,0
1468,52.24,5060.0,grocery,20.0,city_B,desktop,credit,offline,0.0,83.11,1924.0,5.0,17.0,0.0,0.0,0.76,0
1469,204.6,,fashion,67.0,city_A,desktop,debit,online,0.0,156.15,3036.0,6.0,14.0,1.0,0.0,0.28,0
1470,,60519.0,electronics,38.0,city_C,desktop,debit,offline,0.0,164.71,1086.0,3.0,21.0,0.0,0.0,0.762,0
1471,83.71,71117.0,fashion,23.0,city_A,mobile,credit,offline,0.0,65.71,2172.0,3.0,12.0,0.0,0.0,,0
1472,134.11,61158.0,travel,,city_A,desktop,credit,offline,0.0,164.03,3097.0,2.0,11.0,0.0,0.0,0.608,0
1473,632.4000000000001,34782.0,electronics,35.0,city_D,tablet,debit,offline,0.0,105.82,234.0,2.0,16.0,1.0,0.0,0.855,1
1474,51.78,85709.0,food,61.0,city_B,tablet,credit,online,0.0,150.64,2911.0,4.0,11.0,0.0,0.0,0.741,0
1475,39.61,78533.0,travel,22.0,city_B,mobile,,offline,0.0,127.6,2107.0,3.0,,0.0,1.0,0.14,0
1476,110.14,58255.0,fashion,26.0,city_A,mobile,debit,online,0.0,111.4,2343.0,4.0,18.0,0.0,0.0,0.826,0
1477,164.95,72684.0,fashion,37.0,city_A,tablet,debit,online,0.0,146.96,2100.0,3.0,17.0,0.0,0.0,0.923,0
1478,143.67,56918.0,fashion,45.0,city_D,desktop,debit,offline,0.0,103.34,2686.0,4.0,14.0,0.0,1.0,0.233,0
1479,479.58000000000004,84284.0,grocery,43.0,city_A,tablet,credit,online,0.0,174.01,68.0,4.0,15.0,1.0,0.0,0.7,1
1480,57.2,79558.0,travel,35.0,city_D,mobile,credit,offline,0.0,182.24,202.0,1.0,22.0,0.0,0.0,0.938,0
1481,170.28,85549.0,electronics,36.0,city_B,mobile,credit,online,0.0,92.65,789.0,5.0,13.0,0.0,1.0,0.984,0
1482,12.81,81422.0,fashion,20.0,city_B,tablet,debit,online,0.0,,1944.0,3.0,11.0,0.0,0.0,0.453,0
1483,78.63,25256.0,fashion,,city_D,desktop,credit,,0.0,,,4.0,15.0,0.0,0.0,0.035,0
1484,0.58,30005.0,grocery,53.0,city_A,desktop,debit,online,,138.76,443.0,,15.0,0.0,0.0,0.933,0
1485,,6638.0,electronics,48.0,city_B,mobile,debit,offline,,185.5,721.0,2.0,14.0,0.0,0.0,0.025,0
1486,45.64,37419.0,travel,66.0,city_C,tablet,debit,offline,0.0,36.62,2692.0,,15.0,1.0,,0.33,0
1487,50.45,33377.0,food,34.0,city_D,tablet,debit,online,1.0,49.08,2286.0,2.0,20.0,0.0,0.0,0.09,0
1488,118.9,43116.0,grocery,40.0,city_B,mobile,debit,online,,115.82,51.0,0.0,10.0,0.0,1.0,0.512,0
1489,147.57,36634.0,travel,51.0,city_B,tablet,debit,online,,129.3,2082.0,6.0,14.0,1.0,1.0,0.91,1
1490,59.55,82291.0,food,58.0,city_B,mobile,debit,online,1.0,72.94,2728.0,4.0,15.0,0.0,0.0,0.225,0
1491,27.12,23382.0,fashion,58.0,city_C,desktop,credit,,0.0,129.04,243.0,5.0,17.0,0.0,0.0,0.459,0
1492,46.72,56063.0,,22.0,city_C,desktop,debit,online,0.0,82.95,1725.0,5.0,,0.0,0.0,0.074,0
1493,,,electronics,32.0,city_C,tablet,credit,online,0.0,,949.0,1.0,9.0,0.0,,0.48,0
1494,7.6,67789.0,food,64.0,city_A,,credit,online,0.0,183.48,936.0,4.0,20.0,0.0,1.0,0.265,0
1495,92.49,864.0,fashion,20.0,city_D,desktop,credit,offline,0.0,102.84,3240.0,2.0,13.0,0.0,,0.267,0
1496,110.33,40222.0,fashion,36.0,city_A,mobile,credit,online,0.0,101.96,2749.0,2.0,11.0,0.0,1.0,0.937,0
1497,96.62,13666.0,electronics,45.0,city_C,mobile,credit,offline,0.0,126.59,2744.0,3.0,12.0,0.0,0.0,0.69,0
1498,62.27,20955.0,travel,20.0,city_D,tablet,debit,offline,0.0,174.61,829.0,1.0,13.0,0.0,1.0,0.929,0
1499,47.77,81845.0,fashion,55.0,city_A,mobile,credit,online,0.0,117.85,2394.0,0.0,12.0,0.0,1.0,,0
1500,199.02,,,21.0,city_A,tablet,credit,online,0.0,92.09,822.0,5.0,10.0,0.0,0.0,0.907,0
1501,73.21,66471.0,grocery,41.0,city_A,tablet,credit,online,0.0,148.96,605.0,4.0,18.0,0.0,0.0,0.837,0
1502,65.24,43298.0,travel,48.0,city_C,mobile,debit,offline,,160.64,1757.0,2.0,23.0,0.0,0.0,0.998,0
1503,2.6,63108.0,food,62.0,city_B,desktop,credit,offline,1.0,177.23,3257.0,,14.0,0.0,0.0,0.503,0
1504,41.74,48924.0,electronics,,city_D,desktop,credit,online,0.0,,,2.0,11.0,0.0,0.0,0.696,0
1505,47.84,16709.0,grocery,28.0,,desktop,credit,offline,0.0,143.76,3601.0,4.0,17.0,0.0,0.0,0.161,0
1506,50.89,9726.0,grocery,54.0,city_D,desktop,credit,,1.0,159.52,120.0,3.0,16.0,0.0,1.0,0.939,0
1507,86.79,60824.0,,18.0,city_C,,debit,online,0.0,129.09,1095.0,2.0,7.0,1.0,0.0,,0
1508,76.27,40542.0,food,26.0,city_A,desktop,,online,0.0,185.97,790.0,0.0,25.0,1.0,0.0,0.917,0
1509,93.63,20245.0,food,34.0,city_A,tablet,debit,online,0.0,152.57,3396.0,3.0,19.0,1.0,1.0,0.101,0
1510,144.77,34753.0,travel,18.0,city_B,mobile,debit,online,0.0,214.14,799.0,5.0,16.0,0.0,0.0,0.515,0
1511,167.66,,grocery,20.0,city_B,mobile,credit,online,2.0,165.89,1390.0,1.0,11.0,0.0,1.0,0.001,0
1512,126.63,21316.0,electronics,64.0,city_D,tablet,credit,offline,,23.66,2078.0,3.0,24.0,0.0,0.0,0.416,0
1513,311.28,84698.0,grocery,43.0,,,debit,offline,1.0,100.08,2186.0,3.0,13.0,0.0,0.0,0.083,0
1514,1.84,15960.0,food,48.0,city_B,tablet,credit,offline,0.0,39.11,3005.0,2.0,12.0,0.0,0.0,0.449,0
1515,21.79,30791.0,grocery,43.0,city_D,desktop,credit,online,0.0,88.06,2032.0,2.0,17.0,0.0,0.0,0.556,0
1516,0.76,25216.0,electronics,40.0,city_C,desktop,credit,online,0.0,101.43,3226.0,3.0,16.0,0.0,0.0,0.852,0
1517,104.26,32467.0,fashion,47.0,city_B,tablet,debit,online,0.0,163.44,1117.0,4.0,12.0,0.0,0.0,0.295,0
1518,228.31,64427.0,grocery,27.0,,tablet,debit,offline,1.0,98.02,235.0,3.0,7.0,0.0,0.0,0.567,0
1519,27.9,62047.0,travel,25.0,city_A,desktop,credit,online,0.0,189.71,3516.0,4.0,15.0,0.0,0.0,0.066,0
1520,261.78,73290.0,fashion,61.0,city_B,tablet,credit,offline,0.0,86.57,2927.0,1.0,25.0,0.0,0.0,0.914,0
1521,6.22,47014.0,travel,42.0,city_A,desktop,debit,online,0.0,105.58,3345.0,0.0,12.0,0.0,0.0,0.452,0
1522,272.47,4078.0,travel,39.0,city_A,tablet,debit,offline,0.0,58.01,2667.0,1.0,13.0,0.0,0.0,0.253,0
1523,43.33,78389.0,travel,32.0,city_C,mobile,debit,online,0.0,192.23,652.0,0.0,10.0,0.0,1.0,0.463,0
1524,10.69,50519.0,grocery,58.0,city_D,desktop,debit,online,0.0,198.92,1707.0,3.0,17.0,1.0,0.0,0.482,0
1525,66.53,4042.0,food,27.0,city_B,mobile,debit,offline,1.0,113.39,3317.0,2.0,15.0,0.0,1.0,0.743,0
1526,29.68,49052.0,fashion,37.0,city_C,tablet,debit,offline,0.0,45.97,3042.0,2.0,16.0,0.0,0.0,0.975,0
1527,33.53,14389.0,electronics,,city_D,mobile,debit,offline,,109.59,1581.0,3.0,11.0,0.0,0.0,0.186,0
1528,36.71,68111.0,food,64.0,city_A,tablet,credit,online,0.0,131.61,3042.0,3.0,17.0,1.0,0.0,0.054,0
1529,162.47,50733.0,grocery,,city_B,desktop,debit,offline,0.0,88.26,2730.0,1.0,15.0,0.0,0.0,0.656,0
1530,77.47,34754.0,travel,18.0,city_A,tablet,debit,offline,0.0,237.54,3481.0,2.0,17.0,0.0,0.0,0.885,0
1531,37.3,,electronics,19.0,city_A,tablet,credit,online,0.0,211.27,1901.0,0.0,24.0,0.0,0.0,0.565,0
1532,94.25,85886.0,fashion,36.0,city_B,desktop,credit,online,0.0,32.56,108.0,2.0,20.0,0.0,0.0,0.08,0
1533,125.93,26681.0,food,31.0,city_D,tablet,,offline,0.0,62.31,2492.0,3.0,22.0,1.0,0.0,0.422,0
1534,31.83,81006.0,food,25.0,city_D,desktop,debit,online,0.0,142.94,1506.0,6.0,19.0,0.0,0.0,0.655,0
1535,53.37,,electronics,55.0,city_B,tablet,debit,offline,0.0,66.41,1202.0,0.0,11.0,0.0,1.0,0.328,0
1536,13.0,7493.0,grocery,29.0,city_B,desktop,credit,offline,0.0,129.15,668.0,3.0,15.0,0.0,0.0,0.845,0
1537,19.99,,fashion,43.0,city_C,mobile,credit,offline,0.0,120.54,1723.0,7.0,11.0,0.0,0.0,0.225,0
1538,114.29,54383.0,electronics,44.0,city_C,tablet,credit,online,0.0,118.02,2868.0,3.0,12.0,0.0,0.0,0.364,0
1539,20.02,2994.0,travel,46.0,city_A,,debit,offline,0.0,170.94,1091.0,0.0,19.0,0.0,0.0,0.916,0
1540,74.48,69280.0,fashion,32.0,city_B,tablet,credit,offline,0.0,210.37,3258.0,4.0,17.0,,0.0,0.574,0
1541,,47234.0,food,63.0,city_D,,debit,online,0.0,139.8,2410.0,1.0,34.0,1.0,1.0,0.006,0
1542,11.3,47291.0,electronics,18.0,city_A,tablet,debit,offline,0.0,59.4,2365.0,4.0,14.0,0.0,0.0,0.244,0
1543,83.77,5594.0,food,,city_A,desktop,debit,offline,0.0,,3213.0,2.0,20.0,0.0,0.0,0.753,0
1544,29.65,7371.0,food,45.0,city_A,tablet,,offline,0.0,90.79,1755.0,4.0,15.0,0.0,0.0,0.052,0
1545,988.47,47315.0,food,20.0,city_A,mobile,credit,online,0.0,219.61,1671.0,1.0,15.0,1.0,0.0,0.854,1
1546,66.08,83564.0,grocery,68.0,city_D,tablet,credit,offline,1.0,154.66,1144.0,2.0,,0.0,0.0,0.898,0
1547,163.99,79526.0,food,35.0,city_A,mobile,credit,online,1.0,140.13,1919.0,,,0.0,0.0,0.224,0
1548,79.9,16626.0,travel,69.0,city_B,desktop,debit,online,1.0,152.48,3150.0,2.0,19.0,0.0,0.0,0.896,0
1549,4.44,86005.0,travel,51.0,city_C,mobile,credit,offline,0.0,118.08,190.0,,12.0,0.0,0.0,0.699,0
1550,100.28,7130.0,fashion,49.0,city_D,tablet,debit,offline,0.0,182.6,3617.0,0.0,16.0,0.0,1.0,0.425,0
1551,302.42,6828.0,food,,city_B,tablet,debit,online,0.0,91.46,1455.0,7.0,20.0,0.0,0.0,0.196,0
1552,92.03,57514.0,food,42.0,city_B,desktop,debit,offline,1.0,168.0,1763.0,7.0,23.0,0.0,0.0,0.2,0
1553,171.03,52664.0,electronics,43.0,city_B,tablet,credit,offline,1.0,199.6,349.0,4.0,13.0,0.0,0.0,0.594,0
1554,215.59,17883.0,grocery,56.0,city_C,,debit,,,79.3,3001.0,2.0,20.0,0.0,0.0,0.416,0
1555,25.89,43059.0,fashion,25.0,city_C,desktop,debit,offline,0.0,136.88,2441.0,2.0,15.0,0.0,,0.595,0
1556,23.83,84078.0,food,36.0,city_C,desktop,credit,offline,1.0,140.83,3543.0,3.0,18.0,0.0,0.0,0.33,0
1557,94.41,42932.0,electronics,64.0,city_B,mobile,credit,online,0.0,66.27,2552.0,1.0,23.0,0.0,0.0,0.23,0
1558,52.94,61269.0,grocery,59.0,city_C,desktop,credit,offline,0.0,51.55,,0.0,11.0,0.0,0.0,0.837,0
1559,183.17,75986.0,fashion,39.0,city_A,tablet,debit,online,0.0,74.2,795.0,4.0,12.0,0.0,0.0,0.92,0
1560,230.28,85959.0,fashion,46.0,city_C,desktop,debit,online,1.0,117.4,631.0,4.0,18.0,0.0,0.0,0.705,0
1561,,2035.0,food,,city_D,tablet,credit,offline,0.0,140.94,2389.0,4.0,9.0,0.0,0.0,0.162,0
1562,27.03,40745.0,fashion,55.0,city_B,mobile,debit,online,0.0,101.52,1585.0,4.0,11.0,0.0,0.0,0.092,0
1563,151.65,17241.0,,62.0,city_B,desktop,debit,offline,0.0,216.53,618.0,5.0,17.0,0.0,0.0,0.539,0
1564,32.13,52975.0,fashion,63.0,city_A,tablet,credit,offline,0.0,171.31,1273.0,2.0,13.0,0.0,,0.55,0
1565,172.94,23154.0,travel,52.0,city_C,desktop,credit,online,0.0,142.63,1727.0,5.0,12.0,0.0,1.0,0.639,0
1566,55.12,25625.0,electronics,60.0,city_C,desktop,credit,online,0.0,98.48,1550.0,2.0,,0.0,0.0,0.906,0
1567,110.13,44950.0,,20.0,city_D,desktop,credit,online,0.0,123.49,2420.0,1.0,15.0,0.0,1.0,0.647,0
1568,10.04,56396.0,grocery,36.0,city_A,desktop,credit,online,0.0,175.08,935.0,4.0,13.0,0.0,0.0,0.916,0
1569,97.78,13331.0,food,27.0,city_D,mobile,credit,online,0.0,166.0,1680.0,3.0,9.0,1.0,,0.118,0
1570,60.11,63927.0,food,44.0,city_D,tablet,credit,online,2.0,165.46,1147.0,2.0,11.0,,1.0,0.709,0
1571,88.34,86226.0,travel,32.0,city_B,desktop,credit,offline,0.0,104.82,3234.0,1.0,16.0,0.0,0.0,0.927,0
1572,18.39,84719.0,grocery,28.0,city_B,tablet,debit,offline,0.0,93.86,1554.0,2.0,17.0,,1.0,0.463,0
1573,133.51,63014.0,,64.0,city_C,mobile,debit,online,0.0,48.63,201.0,3.0,17.0,0.0,1.0,0.968,0
1574,198.63,39346.0,grocery,43.0,city_C,tablet,debit,offline,0.0,146.43,655.0,1.0,9.0,0.0,0.0,0.553,0
1575,24.43,70411.0,grocery,41.0,city_D,tablet,debit,,0.0,,2075.0,6.0,11.0,0.0,1.0,0.943,0
1576,10.06,54478.0,fashion,30.0,city_C,mobile,debit,online,,119.22,3110.0,6.0,15.0,0.0,0.0,0.749,0
1577,,12254.0,electronics,49.0,city_D,desktop,debit,offline,0.0,98.99,711.0,2.0,17.0,0.0,0.0,0.458,0
1578,102.71,55734.0,electronics,54.0,city_C,tablet,debit,offline,0.0,131.12,1374.0,5.0,9.0,0.0,1.0,0.034,0
1579,93.42,28621.0,travel,21.0,city_C,tablet,debit,online,,178.28,3199.0,3.0,26.0,0.0,1.0,,0
1580,79.12,76441.0,fashion,30.0,city_B,desktop,debit,online,0.0,187.68,3270.0,2.0,14.0,1.0,0.0,0.254,0
1581,26.39,46121.0,grocery,26.0,city_B,desktop,debit,online,0.0,155.12,2013.0,5.0,10.0,0.0,0.0,0.289,0
1582,49.58,81418.0,grocery,66.0,city_B,tablet,debit,offline,0.0,81.79,340.0,5.0,17.0,0.0,0.0,0.02,0
1583,90.26,60197.0,food,51.0,city_B,,credit,online,0.0,118.88,2991.0,6.0,21.0,0.0,0.0,0.558,0
1584,68.67,84577.0,food,54.0,city_A,desktop,debit,online,0.0,76.31,1965.0,0.0,18.0,0.0,0.0,0.289,0
1585,440.51,42431.0,travel,65.0,city_B,desktop,credit,offline,,87.29,3444.0,0.0,14.0,,0.0,0.982,0
1586,14.67,4837.0,,24.0,city_A,mobile,debit,offline,0.0,144.12,2507.0,2.0,18.0,0.0,1.0,0.749,0
1587,118.79,83163.0,,18.0,city_B,tablet,credit,offline,0.0,71.29,2935.0,3.0,18.0,0.0,0.0,0.357,0
1588,51.8,71232.0,fashion,29.0,city_C,desktop,debit,online,0.0,97.28,2015.0,5.0,15.0,0.0,0.0,,0
1589,55.9,,electronics,38.0,city_D,tablet,credit,online,1.0,66.51,1553.0,2.0,21.0,0.0,0.0,0.715,0
1590,126.44,79079.0,grocery,28.0,city_C,tablet,debit,offline,0.0,152.91,314.0,0.0,10.0,0.0,1.0,0.254,0
1591,117.91,12615.0,fashion,61.0,city_C,tablet,,,0.0,101.97,1313.0,5.0,,,0.0,0.448,0
1592,1421.82,1466.0,grocery,68.0,city_A,mobile,debit,,0.0,9.18,2572.0,4.0,22.0,1.0,0.0,0.795,1
1593,13.74,30771.0,food,61.0,city_B,tablet,credit,offline,1.0,201.68,,2.0,11.0,0.0,0.0,0.254,0
1594,10.99,83886.0,travel,61.0,city_D,tablet,debit,offline,0.0,170.67,2291.0,1.0,8.0,0.0,1.0,0.098,0
1595,128.86,65911.0,food,,city_D,desktop,credit,online,0.0,19.23,2894.0,5.0,20.0,1.0,0.0,0.427,0
1596,86.37,20746.0,electronics,51.0,city_B,desktop,credit,offline,0.0,156.74,229.0,3.0,12.0,0.0,1.0,0.927,0
1597,32.04,60739.0,food,51.0,city_A,mobile,,offline,1.0,196.13,,4.0,13.0,0.0,0.0,0.101,0
1598,8.28,73369.0,grocery,42.0,city_A,mobile,credit,online,0.0,110.68,2930.0,4.0,10.0,0.0,0.0,0.437,0
1599,8.96,1893.0,food,21.0,city_A,desktop,credit,online,1.0,127.45,2213.0,3.0,14.0,0.0,0.0,0.298,0
1600,,30573.0,grocery,69.0,,desktop,credit,online,0.0,104.06,1943.0,1.0,11.0,0.0,0.0,0.363,0
1601,21.3,40874.0,electronics,43.0,city_A,mobile,credit,online,0.0,145.99,977.0,1.0,12.0,0.0,0.0,0.771,0
1602,39.06,77362.0,food,,city_A,tablet,credit,,0.0,171.66,2705.0,4.0,18.0,0.0,0.0,0.435,0
1603,25.7,33367.0,travel,27.0,city_D,mobile,debit,online,0.0,60.45,946.0,2.0,18.0,0.0,1.0,0.65,0
1604,43.85,21199.0,travel,62.0,city_D,tablet,debit,offline,0.0,84.69,3523.0,3.0,9.0,0.0,0.0,0.972,0
1605,7.2,74328.0,travel,19.0,city_C,desktop,debit,offline,0.0,125.08,1394.0,,20.0,0.0,1.0,0.616,0
1606,73.2,,food,52.0,city_D,desktop,credit,offline,1.0,135.51,1882.0,,24.0,0.0,1.0,0.337,0
1607,7.0,86133.0,food,36.0,city_B,,credit,online,0.0,140.37,371.0,2.0,21.0,1.0,0.0,0.398,0
1608,161.12,36405.0,food,23.0,city_D,tablet,debit,online,0.0,110.37,3631.0,5.0,16.0,1.0,0.0,0.696,0
1609,26.62,15989.0,grocery,36.0,city_D,mobile,debit,online,0.0,75.9,417.0,2.0,10.0,0.0,0.0,0.694,0
1610,77.66,28931.0,electronics,69.0,city_A,,credit,online,0.0,169.26,33.0,3.0,14.0,0.0,0.0,0.368,0
1611,212.09,9290.0,travel,,,mobile,credit,online,1.0,58.92,706.0,2.0,16.0,0.0,0.0,0.724,0
1612,105.23,38367.0,grocery,25.0,city_A,mobile,debit,offline,1.0,95.39,1692.0,3.0,10.0,0.0,0.0,0.551,0
1613,76.13,79878.0,travel,31.0,city_C,mobile,credit,online,0.0,120.89,2476.0,4.0,17.0,0.0,0.0,0.98,0
1614,39.21,79481.0,grocery,27.0,city_A,desktop,debit,offline,0.0,144.26,3523.0,3.0,12.0,0.0,1.0,0.908,0
1615,40.5,76298.0,food,20.0,city_B,mobile,credit,online,0.0,105.41,2488.0,4.0,17.0,,0.0,0.824,0
1616,110.71,30133.0,travel,55.0,city_A,,debit,offline,0.0,157.65,,1.0,10.0,0.0,0.0,0.034,0
1617,513.95,27052.0,food,46.0,city_A,mobile,debit,,0.0,182.54,589.0,3.0,13.0,0.0,1.0,0.38,0
1618,108.42,85489.0,travel,32.0,city_B,mobile,credit,,0.0,88.86,587.0,2.0,10.0,0.0,1.0,0.573,0
1619,81.6,40475.0,fashion,40.0,city_B,desktop,debit,offline,1.0,139.58,2635.0,1.0,20.0,0.0,0.0,0.522,0
1620,131.17,82666.0,grocery,40.0,city_D,desktop,credit,offline,0.0,132.31,3149.0,2.0,14.0,0.0,1.0,0.764,0
1621,62.59,57656.0,fashion,35.0,city_A,tablet,credit,offline,0.0,102.95,3288.0,4.0,,0.0,1.0,0.909,0
1622,6.2,4633.0,grocery,63.0,city_B,mobile,credit,offline,,24.69,2579.0,4.0,14.0,1.0,1.0,,0
1623,247.86,17304.0,electronics,36.0,city_B,desktop,credit,online,1.0,137.71,2721.0,1.0,21.0,1.0,0.0,0.706,1
1624,316.12,46546.0,travel,45.0,city_D,tablet,,online,0.0,143.2,2024.0,0.0,11.0,0.0,0.0,0.486,0
1625,19.27,7008.0,electronics,43.0,city_C,,debit,offline,0.0,174.36,2608.0,3.0,18.0,0.0,0.0,0.394,0
